,brand,created_at,favorite_count,id,retweet_count,source,text,user_created_at,user_followers_count,user_friends_count,user_id,user_name,user_screen_name,sentiment
48,0,2020-04-09 02:59:42,0,1248083134211485697,0,Twitter for iPhone,@longvuong22 @TomoChainANN Need big partners enterprises (adoption) +additional big exchanges listing and love to s… https://t.co/vbqp3seIZl,2017-06-18 17:36:40,159,17,876493879327043588,MattS,Matts5016,0.6369
50,0,2020-04-09 02:58:54,0,1248082932528558081,0,Twitter for Android,"@TeeJaye1100 Software lol, one ui is much better than oxygen os. Also Samsung hardware is generally more refined imo.",2020-02-04 00:54:59,449,401,1224496494574735360,Jason Wiltjer,jmwilt17,0.6908
51,0,2020-04-09 02:58:38,1,1248082869152632834,0,Twitter for Android,"@discord

How are you guys? I have a complaint. 

I can barely see the text while typing. May you please fix it?… https://t.co/J4HE7MKKZB",2016-04-06 03:35:20,249,381,717556268546793472,AngryCrazyZebra 🔜 Zebreezy Island,AngryCrazyZebra,0.1179
52,0,2020-04-09 02:58:29,0,1248082830569029632,0,Twitter for iPhone,@suze612 @Lupe_Is_Wild949 @JV If we all had Samsung phones with the VR headset we could play there. I had one just to play online,2020-03-10 18:44:03,302,14,1237449118479310848,Joey Corona,Joeey_Corona,0.5859
54,0,2020-04-09 02:57:31,2,1248082584786980864,0,Twitter for Android,"Fun fact: because I deleted my Samsung account, my phone now persistently shows this notification and it won't go a… https://t.co/hJNW2x2FG8",2019-10-25 03:44:53,27,89,1187574996031262720,Carl Mark,drunkboi69,0.5106
55,0,2020-04-09 02:57:06,0,1248082481707913217,0,Twitter for iPhone,"@jmwilt17 And I said for a person like me who don’t care about Cams/Eco, what does the Samsung Tax give me?",2009-10-22 06:04:56,261,820,84254542,Teejay1100///,TeeJaye1100,0.6908
56,0,2020-04-09 02:57:05,1,1248082476800581632,0,Twitter for Android,@mkostial05 @SamsungMobileUS @SamsungMobile @Samsung @SamsungUS Yet another killer shot! Fascinating. Vibrant. A be… https://t.co/YHiYxUobOj,2011-12-20 00:24:31,274,189,441337844,David Berg,davidberggg,0.4389
57,0,2020-04-09 02:56:45,1,1248082393728200710,0,Twitter for Android,@MMDDJ_ Good that Samsung went with exynos 980 5g. Gives more value for the price because its faster.,2019-04-18 01:37:53,145,346,1118690075611729921,Anthony,Anthony68711104,0.6801
58,0,2020-04-09 02:56:22,0,1248082296118431746,0,Twitter for Android,@TeeJaye1100 Well I said Samsung has most likely better cameras and way better software. For the same price it's th… https://t.co/3ZNUp26YIA,2020-02-04 00:54:59,449,401,1224496494574735360,Jason Wiltjer,jmwilt17,0.8155
59,0,2020-04-09 02:55:55,8,1248082182616350725,2,Twitter for Android,"@therealjuicyj @therealjuicyj Android, specifically Samsung, is life. Apple is a glitchy controlling joke for dumb… https://t.co/0iVb5oFiCG",2015-07-15 14:07:21,18,174,3377405974,Logan Martyn-Fisher,Crankfueled,0.296
60,0,2020-04-09 02:55:52,0,1248082169949499395,0,Twitter for Android,@CaptainKen_Dan1 Jah know??? Mi av a Note 9 now n it's easy Breezy! A cuz yu nuh use Samsung in a min,2020-03-23 19:21:22,67,73,1242169318667927553,EULIT,EULIT2,0.5764
61,0,2020-04-09 02:55:49,0,1248082159237242881,0,Twitter for iPhone,@sIimestal I meant more so hope that my dad would get me a Samsung or I could actually fix this one,2018-11-04 21:46:40,102,138,1059200281852837888,🍎🔴🐝 Au / Tartarstan 🍎🔴🐝,Slime_bapple,0.6236
62,0,2020-04-09 02:54:33,1,1248081841803927554,0,Twitter for Android,@mkostial05 @FOX2now @fox2ch @SamsungMobileUS @SamsungMobile @Samsung @SamsungUS Absolutely stunning! Still in awe… https://t.co/3gaWhiaM01,2011-12-20 00:24:31,274,189,441337844,David Berg,davidberggg,0.4914
64,0,2020-04-09 02:52:04,0,1248081213467869184,0,Twitter Web App,"@ValerieOflynn hello Valerie, I use a Samsung A5 phone the quality seems ok when i stream live on youtube!  sounds good too!!!",2009-04-07 05:58:05,1500,1663,29395595,Darryn Rae,raeart,0.7405
66,0,2020-04-09 02:51:09,0,1248080985444347909,0,Twitter for Android,@ftnnssr Woo samsung is the best 😜,2012-08-03 14:40:41,701,312,734991217,makcik kiah 🇲🇾,ibrahimjunaidii,0.8074
68,0,2020-04-09 02:49:53,0,1248080665691574273,0,Twitter for Android,@TheRichWoods @thurrott The only reason I hate to buy Samsung is its software while they have great hardware. Does… https://t.co/daQcfsDUuW,2011-06-18 04:16:51,63,109,319452043,A.Shadpour,ashadpour,0.1027
69,0,2020-04-09 02:49:04,0,1248080459852120069,0,Twitter for Android,"@CaptainKen_Dan1 If yu can use dat complicated thing of a fone(iPhone), 5mins n yu good again wid Samsung",2020-03-23 19:21:22,67,73,1242169318667927553,EULIT,EULIT2,0.4404
72,0,2020-04-09 02:47:46,0,1248080132759306241,0,Twitter Web App,@Nicholas_DeOrio @UnboxTherapy Okay I watched it and I dont think it's what your saying nick. I dont think he dig e… https://t.co/d0HLGddIOD,2019-11-13 20:21:56,33,140,1194711737460830209,FAT MAN TOM CRUISE,Dan63938858,0.2263
78,0,2020-04-09 02:42:40,0,1248078849608425472,0,Twitter for Android,"@TeeJaye1100 The ecosystem Samsung has is great, and actually Android and windows are getting better interested wit… https://t.co/mN5owq5iCZ",2020-02-04 00:54:59,449,401,1224496494574735360,Jason Wiltjer,jmwilt17,0.8658
80,0,2020-04-09 02:42:08,0,1248078713415069696,0,Twitter for Android,@OberdanAndrea @raxcental @androidcentral OnePlus support is this fairy dust myth. Yes it's long but it ain't that… https://t.co/eaSXJd8OPI,2011-11-28 20:51:58,88,329,423703800,Shripad Kudtarkar,shripadk14,0.4019
81,0,2020-04-09 02:40:57,0,1248078416395538433,0,Twitter for iPhone,@jmwilt17 They don’t matter to me on Android because most fans are almost the same give or take. Android doesn’t ha… https://t.co/teeLEk5akf,2009-10-22 06:04:56,261,820,84254542,Teejay1100///,TeeJaye1100,0.0258
84,0,2020-04-09 02:38:16,0,1248077744031793154,0,Twitter for iPhone,@nirvanaonearth_ Yeah Samsung,2009-12-27 23:48:59,2822,1949,99810237,Armani,ArmaniAlxndr,0.296
85,0,2020-04-09 02:37:18,0,1248077500074217472,0,Twitter for Android,"@Moochisun PHONE STYLUS (get a samsung note when u upgrade ur phone next, and you can draw basically like ur on a t… https://t.co/Gv9rOYa7CN",2019-07-14 13:20:00,1953,126,1150394513824743424,Goro Akechi pls reply to my texts,hephasst,0.3612
87,0,2020-04-09 02:33:40,1,1248076583673397248,0,Twitter for iPhone,@EULIT2 Can’t tell Samsung users nuh “them have the best phones” lol,2018-11-23 23:56:14,129,264,1066118256082239488,⛱🏝🥃👑KENNESSY👑🥃🏝⛱,CaptainKennessy,0.7906
88,0,2020-04-09 02:33:36,0,1248076567814733830,0,Twitter for Android,@Samsung_Pak We Want this commercial on TV channel....  We pakistan #Bts army wants our stars on our channels.,2019-08-15 06:42:27,9,28,1161890881756155904,Bushra Ktk* ²⁰¹³,BushraKtk2,0.0772
94,0,2020-04-09 02:25:54,0,1248074631245938692,0,Twitter for iPhone,"@jmwilt17 I understand clearly, a S20 is $1,000 on Samsung site. What don’t you understand?",2009-10-22 06:04:56,261,820,84254542,Teejay1100///,TeeJaye1100,0.4019
96,0,2020-04-09 02:23:20,0,1248073984207286272,0,Twitter for Android,@lhana666 I been looking at a Samsung Tab to practice on. So far I heard good things about it. It is pricey but cheaper then the apple one,2009-06-30 06:24:13,35,1371,52324415,ArmandC89,fallenangelcry0,0.269
98,0,2020-04-09 02:22:48,1,1248073850241327106,0,Twitter for Android,@Swishygay Too dark. I wish samsung had a night mode,2014-06-12 18:39:26,28,541,2563885268,𝙉𝙤𝙎𝙞𝙣𝙨𝙋𝙡𝙚𝙖𝙨𝙚,NoSinsPlease,0.4019
99,0,2020-04-09 02:22:42,0,1248073823662026752,0,Twitter Web App,"@MaxWinebach why's it gotta be curved tho

oh yeah because lg is always slow to everything, curving all their scree… https://t.co/Cj3Dl6Kec0",2014-06-21 22:53:41,47,393,2581172203,someone else,aliquisceterus,0.296
106,0,2020-04-09 02:16:25,0,1248072243466260487,0,Twitter for iPhone,"@PeteLau You were successful due to a Loyal fan base and your core value requiring no marketing and over spending,… https://t.co/uyiYDKN2IC",2014-04-19 10:15:39,231,224,2452914439,Rahul Wadhwa,wrahul31,0.8555
107,0,2020-04-09 02:16:18,0,1248072213351337986,0,Twitter for iPhone,@jodyheavener I have the Samsung 49 inch super ultra wide and it feels like I’m in a fighter jet. No regrets.,2008-03-25 01:58:05,1438,498,14212434,Jeffrey Chupp,semanticart,0.5106
108,0,2020-04-09 02:15:39,0,1248072052067553282,0,Twitter Web App,@ScottAdamsSays When you have time please look at how Taiwan and Korea are offering China the latest semiconductor… https://t.co/UBPb0LgsMA,2020-02-01 15:02:05,40,47,1223622465827426305,John,John15597078,0.3182
110,0,2020-04-09 02:13:41,0,1248071555504103431,0,Twitter Web App,@InsideGaming People acting like the mic on the controller is just a new way to spy on us while they have a Samsung… https://t.co/GYeHJT6ru0,2017-11-30 18:54:43,1,45,936307522629234688,Russell Evans,thatpoopsong,0.3612
113,0,2020-04-09 02:12:04,2,1248071147972771840,0,Twitter Web App,"@catoxox sweet!
mine's coming from bell. last time i upgraded my phone, they threw in this samsung tablet which i g… https://t.co/ROZrbPlCEp",2014-05-26 23:04:02,936,1086,2526053731,benana.,themhabstho,0.5093
115,0,2020-04-09 02:11:03,0,1248070892199923713,0,Twitter Web App,@darrenadam Found an old Samsung Windows 7 starter 2100 notebook. Can I upgrade to Windows 10 please? Lock down time on my hands!!,2017-09-11 14:09:02,10,2,907244594890502145,Nicky&Dog,NickyTheTaster,0.4374
116,0,2020-04-09 02:09:21,0,1248070463689052160,0,Twitter Web App,@mark_nachman @JonFreier @TracyNolan_ @richgarwood Now perhaps I will be able to get a new samsung s20 for free wit… https://t.co/EyeRDCoytL,2014-01-01 22:26:04,3,78,2257061783,Michele ,irejoyyce,0.5106
117,0,2020-04-09 02:09:07,0,1248070404645834754,0,Twitter for Android,@ImaniDH @westkvnq u dey Kai den time that your Samsung phone no... lol,2016-06-15 22:44:01,361,362,743212494815109120,K1NG,_aziz_______,0.4215
118,0,2020-04-09 02:08:40,0,1248070294939422721,0,Twitter Web App,"@leo31236948 @SpencerFernando For what oppression.  Hopefully we use Samsung, a superior product.  I think they got… https://t.co/si3d7c5D3q",2013-01-14 21:46:48,256,570,1090258981,"James Gates, A Canadian Tax Payer not a citizen",jhgates1,0.7351
120,0,2020-04-09 02:07:34,0,1248070017612165126,0,Twitter for Android,@Samsung_Pak So happy to see #BTS ad on Samsung Pakistan account..💜 Thank you... we want these ads on tv too  @BTS_twt 💜,2019-10-17 13:18:50,1,59,1184820954054172672,Zirwah Rehan,ZirwahR,0.7778
121,0,2020-04-09 02:07:28,0,1248069989787152386,0,Twitter for Android,@TheRLeprechaun @banglaz @theMrMobile @Fraize @SamsungSupport No luck doesn't work in any which to trick the system… https://t.co/TvVeh4Xd5o,2014-11-02 01:50:24,59,378,2886905551,Arun Antony,geekAron,0.1531
125,0,2020-04-09 02:06:37,0,1248069777416794112,0,Twitter for Android,"@kanedai110 #_dUY0e4m#
#Aliexpress ￥ 13,954  23%OFF | New 6.3"" Original SUPER AMOLED Display For SAMSUNG Galaxy NOT… https://t.co/cR13SEGxjc",2016-09-15 10:23:49,1165,718,776365897891983361,🌱〜Kirishima〜🌱制限中(4/11まで),Kirishima_1255,0.7865
127,0,2020-04-09 02:06:10,0,1248069664586051590,0,Twitter for iPhone,@Sweet_EstTaboo What you using it for? I know dells and Samsung’s are also good. I just hate windows products. Lol.,2019-04-06 00:35:39,204,768,1114325762197393409,GoddessBetty 🍫🧘🏾‍♀️🇯🇲,BettyTheGreat3,0.25
128,0,2020-04-09 02:05:57,0,1248069611062525952,0,Twitter for Android,@GoogleStadia if I don't have a stadia controller and want to try the free two months what controller options would… https://t.co/c3Asz8mORV,2012-05-03 01:54:00,673,737,569598205,P FuNk,SP_funkadelic,0.5574
129,0,2020-04-09 02:05:56,0,1248069603835568128,0,Twitter for Android,@NianticHelp How about fixing the issues with the Samsung galaxy s20 devices first who haven't been able to play for over a week now.,2009-05-17 11:14:42,21,123,40643967,Rob RiseAgainst_Aus,HypeRAUS,0.34
136,0,2020-04-09 02:00:15,0,1248068173179621376,0,Twitter for Android,@TeeJaye1100 I'm just saying I don't see the issue. You can find the perfect Android phone for you and it's not all… https://t.co/AnGP6IMWW3,2020-02-04 00:54:59,449,401,1224496494574735360,Jason Wiltjer,jmwilt17,0.5719
138,0,2020-04-09 02:00:00,0,1248068109757337600,0,Twitter for Android,@MaxWinebach Yooo when is Samsung Messages getting active RCS ..?,2014-03-23 00:13:55,81,576,2405328871,Potato Pal,Jake_Andrews8,0.4019
141,0,2020-04-09 01:58:56,0,1248067844140609539,0,Twitter for Android,@MaxWinebach Haha the status bar looks like the samsung tab from the touchwiz gen🤣,2014-05-18 17:03:38,65,171,2505004207,jessie birax,jessiebirax,0.6705
144,0,2020-04-09 01:57:21,0,1248067444322840581,0,Twitter for Android,"@SpacemanAp @oluwapelumiii_ Thank you Gem. Yes, it is a phone. Samsung Galaxy J6+.",2019-05-05 03:53:52,1064,402,1124884894058938368,amethystsaw.wordpress.com,AdaezeFeyisayo,0.6369
149,0,2020-04-09 01:53:07,0,1248066381611925504,0,Twitter for iPhone,@ThatDudeMCFLY Amazon cop a 2tb Samsung hardrive you can swap out what you have in it.,2012-05-12 16:02:17,567,612,578258112,m,xsycho_,0.1779
152,0,2020-04-09 01:49:30,2,1248065468138754058,0,Twitter Web App,"@pcurry000 unfortunately definitely not, I did not unwrap the card from the cardboard it was packaged in by samsung's manufacturer!",2016-08-14 18:36:33,1257,42,764893490509512704,"Pyrrh, High Emperor of Excessive Commit History ♿",pyrrhl,0.1511
154,0,2020-04-09 01:48:24,0,1248065190576324610,0,Twitter for iPhone,"@duetdisplay hello, i just bought the your app on iPhone and now I’d like to have it work on a Samsung tablet...do… https://t.co/yqwp67ab6I",2010-11-05 06:48:03,109,281,212133066,JS for TS ❤️🦋🐍,ajessicaaaa,0.3612
159,0,2020-04-09 01:44:00,0,1248064084895031296,0,Twitter for iPhone,@Dat_Dude_Graham Definitely! We got a Samsung one,2019-01-07 23:59:57,783,588,1082426646014148610,CwitALilBitofHair✨,Cairaaa_j,0.4574
160,0,2020-04-09 01:43:55,0,1248064066087682049,0,Twitter for iPhone,@Samsung_Pak As expected from Samsung Pakistan. Promoting the Best boyband in the world as their Best Sponsors out… https://t.co/Qa3mZZqicV,2017-12-05 05:02:58,113,323,937910141936111616,Isra⁷ ♛,hobigguk18,0.8979
161,0,2020-04-09 01:43:17,0,1248063903856132096,0,Twitter for Android,"@karaschlegl Appears to be a common issue. See if this article is helpful, if you'd like 🙂

https://t.co/DzPShgmZ3W",2019-08-17 08:12:15,55,742,1162638175967121408,Colette,tussenvlinders,0.6486
162,0,2020-04-09 01:43:13,2,1248063887662030849,0,Twitter for Android,"@mkostial05 @FOX2now @fox2ch @SamsungMobileUS @SamsungMobile @Samsung @SamsungUS The colors of those clouds, wow",2010-01-30 15:48:26,148,372,109884213,Maricsa Krajczar,MariKrajczar,0.5859
163,0,2020-04-09 01:42:49,0,1248063788533809152,0,Twitter for Android,"@PlayHearthstone Make one update for hearthstone mobile version android 10 samsung a70 , playful sprites last over a week",2020-04-05 08:09:12,2,3,1246711438112100358,Vale Madalin,MadalinVale,0.4404
164,0,2020-04-09 01:42:40,0,1248063749287804929,0,Twitter for Android,"@mckmeown It's like that on my samsung, you get used to it surprisingly quick!",2014-06-08 17:56:25,1440,761,2592669023,"Sincerely, Rey Mond Holt",LavenderRabe,0.6114
165,0,2020-04-09 01:42:17,0,1248063655163228160,0,Twitter for Android,"@GoogleStadia I just downloaded the app on my phone, synced my xbox controller, and downloaded a free game. But its… https://t.co/sFyG9exqbf",2012-10-25 19:55:40,19,403,904570969,Pu'ela Danielson,PuelaD,0.5106
168,0,2020-04-09 01:41:23,1,1248063428582916096,0,Twitter for Android,"@Samsung Hope youtubers cover this really good 5g phones. @theunlockr,@Mrwhosetheboss,@gadgetmatch, @Pocketnow, @MKBHD,@phonearena...",2019-04-18 01:37:53,145,346,1118690075611729921,Anthony,Anthony68711104,0.7264
169,0,2020-04-09 01:40:51,2,1248063294415548419,0,Twitter for Android,@Impeach_46 @LifeNugg samsung notes app and nope its mostly just nice for scribbling down notes,2018-02-01 15:02:04,250,517,959079408555511808,𝕝𝕚𝕫,the_cyberdog,0.4215
174,0,2020-04-09 01:36:21,0,1248062160024096776,0,Twitter for iPhone,@Samsung_Pak I LOVE YA’LL THANKS FOR THIS BUT WE NEED YA’LL TO PROMOTE THEIR AD ON PAKISTANI CHANNELS 👏🏻 https://t.co/UCPHAtUJA9,2017-12-05 05:02:58,113,323,937910141936111616,Isra⁷ ♛,hobigguk18,0.8684
175,0,2020-04-09 01:35:05,0,1248061843282841603,0,Twitter for Android,"@Samsung! the thing that humanity needs from ""mobile"" technology is the ability to physically &amp; temporarily pull-ou… https://t.co/prUQ3BajGq",2009-02-25 13:34:15,67,635,21865214,Milan,insomniaSalt,0.3802
176,0,2020-04-09 01:34:10,0,1248061609068675072,0,Twitter for iPhone,@Samsung_Pak YESSSSS THANK YOU. I WAS WAITING FOR THIS. THANKS FOR PROMOTING THEIR AD SAMSUNG PAKISTAN !!!! 💜… https://t.co/AQas2Sq7RG,2017-12-05 05:02:58,113,323,937910141936111616,Isra⁷ ♛,hobigguk18,0.9056
179,0,2020-04-09 01:32:28,1,1248061182252060672,0,Twitter for Android,@TeeJaye1100 Kind of true but at the same time Samsung is still innovating and bringing new things. There is a reason they stay on top.,2020-02-04 00:54:59,449,401,1224496494574735360,Jason Wiltjer,jmwilt17,0.4767
183,0,2020-04-09 01:28:44,0,1248060245081030657,0,Twitter for Android,"Explain this to me please.
Please be advised,
Never in my entire life I updated an app.
What I always do is uninsta… https://t.co/E5ZdyIsVEh",2019-05-07 21:07:37,97,1015,1125869818563969024,Make Sense,MakeSence_or_no,0.5574
185,0,2020-04-09 01:26:49,0,1248059762865889282,0,Twitter for Android,@chaeyopark @ONLYRPE 네! ㅋㅋㅋㅋ samsung model awesome!,2020-01-18 11:54:01,60,96,1218501772810997760,₪ #PNTNOURDAYㅡSinka,mchipeach,0.6892
186,0,2020-04-09 01:26:15,1,1248059617353105412,0,Twitter for Android,@yasaminx Can relate but I use samsung anyway so like yeah,2020-02-03 17:44:07,1126,858,1224388070864310272,Mufasa,patriotickebab,0.8215
188,0,2020-04-09 01:25:19,0,1248059384892198914,0,Twitter for Android,@iamtyYT Im fortnite. Play fortnite now for free on Samsung devices. Free game.,2017-12-21 13:54:24,16,141,943842087996358656,NoPol,Talbe10,0.8402
189,0,2020-04-09 01:24:57,2,1248059292776833031,0,Twitter for Android,@LGazzoli78 @lee_myo @FOX2now @fox2ch @SamsungMobileUS @SamsungMobile @Samsung @SamsungUS Thank you. I thought so too.,2009-06-20 01:17:33,1074,2081,48887617,Mike Kostial,mkostial05,0.3612
190,0,2020-04-09 01:24:41,0,1248059223898034176,0,Twitter for Android,@StuntmanStu Works fine on a samsung tablet as well,2014-10-14 23:39:42,62,386,2830731514,Terry Johnston,tersthebear,0.4404
195,0,2020-04-09 01:21:33,2,1248058433909243904,0,Twitter for iPad,@mkostial05 @lee_myo @FOX2now @fox2ch @SamsungMobileUS @SamsungMobile @Samsung @SamsungUS Stunning 😊 love all the purple,2013-08-27 23:54:00,154,592,1705885094,Lynn,LGazzoli78,0.7783
197,0,2020-04-09 01:21:06,1,1248058322709872640,0,Twitter for Android,"@oneplus #OnePlus8Series My favourite part about the @OnePlus is NEVER SETTLE.,YES the company creates the products… https://t.co/s78RKfa3Wj",2020-04-05 02:55:45,1,65,1246632534789799936,Ali Zameel P,AliZameelP,0.2732
205,0,2020-04-09 01:12:06,1,1248056059459260417,1,Twitter for Android,@LennaLeprena @YouTube Culprit could be an older browser no longer supported. I forgot I was using my Samsung 4. Or… https://t.co/eosy5sqyoo,2010-08-25 08:24:13,298,361,182739228,John,Tiberius58,0.0258
207,0,2020-04-09 01:09:44,1,1248055462903324677,0,Twitter for Android,"@mkostial05 @FOX2now @fox2ch @SamsungMobileUS @SamsungMobile @Samsung @SamsungUS Oh, wow!",2014-04-09 12:04:01,4484,4370,2471557792,Myo Lee,lee_myo,0.6239
208,0,2020-04-09 01:08:57,0,1248055265737367553,0,Twitter Web App,@GavinVerhey I have the Samsung Galaxy Buds (1st gen) and I really enjoy using them! I purchased memory foam earbud… https://t.co/cSu541zQXl,2010-07-29 07:21:37,74,557,172252902,Zarroc504,Zarroc504,0.5838
209,0,2020-04-09 01:07:47,0,1248054968977739776,0,Twitter Web App,"@fayju When will the Android version be released?
Can it be operated in Samsung S9 as well?",2019-01-10 07:09:05,0,5,1083259415900258305,Jo jun,Jojun54768989,0.3527
210,0,2020-04-09 01:07:37,1,1248054930197241857,0,Twitter for iPhone,@jiekeai Samsung Blue vs KT Arrows is one of the best finals ever had in Korea,2010-04-11 09:37:38,2307,3856,131786355,Josh,shatterfront,0.6369
211,0,2020-04-09 01:07:15,0,1248054836341477376,0,Twitter for iPhone,@jammasternate I wish they had more apps though. I plugged a fire stick into my newest Samsung tv to get some apps… https://t.co/zkkBnohktP,2006-11-21 15:15:57,32861,2524,13532,Brian Breslin,brianbreslin,0.0772
214,0,2020-04-09 01:07:06,1,1248054797267111936,0,Twitter for Android,@Samsung Since Galaxy A51 5G 's  battery and processor is significantly improved compared to normal A51 ... So this… https://t.co/JOQBrqsYAA,2018-11-21 04:29:44,61,180,1065099921395576832,Sam Shuvam,shuv15937,0.4767
215,0,2020-04-09 01:07:04,0,1248054791231533056,0,Twitter for iPhone,@_alexlafreniere @gtfoangel @MetroBoomin oh god here we go... now tell us how much better samsung’s are compared to… https://t.co/XF9fQ99MFR,2015-11-02 01:01:11,168,160,4096457606,Jake,jakejones433,0.6124
216,0,2020-04-09 01:05:33,1,1248054407549186048,0,Twitter Web App,@socalcracker @JenJen51481603 @IlhanMN Or it could be an older model that the cell carriers give away for free. A l… https://t.co/mRkqOu0ad3,2009-10-07 21:41:11,259,882,80687707,Dawn Lloyd,dlloyd26,0.5106
220,0,2020-04-09 01:04:36,2,1248054170914942976,0,Twitter Web App,hes so sweet im about to give him that samsung spincycle large load hurricane sloppy toppy https://t.co/xPez006P2Q,2017-03-31 11:14:47,42,23,847769135106752512,🍓🌼catching up on One Piece hours🌼🍓,superpinkmoon,0.5095
